NC_000853.1	Thermotoga maritima
NZ_CP016312.1	Thermus brockianus
NZ_CP016320.1	Rhizobium sp.
NZ_CP016324.1	Vibrio cholerae
NZ_CP016325.1	Vibrio cholerae
NZ_CP016328.1	Gluconobacter oxydans
NZ_CP016335.1	Corynebacterium glutamicum
NZ_CP016337.1	Kosakonia sacchari
NZ_CP016338.1	Bordetella pertussis
NZ_CP016341.1	Bordetella holmesii
NZ_CP016342.1	Bordetella parapertussis
NZ_CP016345.1	Vibrio natriegens
NZ_CP016346.1	Vibrio natriegens
NZ_CP016347.1	Vibrio natriegens
NZ_CP016348.1	Vibrio natriegens
NZ_CP016349.1	Vibrio natriegens
NZ_CP016350.1	Vibrio natriegens
NZ_CP016351.1	Vibrio natriegens
NZ_CP016352.1	Vibrio natriegens
NZ_CP016357.1	Salmonella enterica
NZ_CP016358.1	Escherichia coli
NZ_CP016364.1	Phaeobacter porticola
NZ_CP016371.1	Bacillus velezensis
NZ_CP016380.1	Aeromonas hydrophila
NZ_CP016383.1	Vibrio mimicus
NZ_CP016384.1	Vibrio mimicus
NZ_CP016385.1	Salmonella enterica
NZ_CP016391.1	Streptococcus agalactiae
NZ_CP016392.1	Aeromonas hydrophila
NZ_CP016394.1	Streptococcus thermophilus
NZ_CP016395.1	Bacillus velezensis
NZ_CP016396.1	Mycobacterium avium
NZ_CP016400.1	Lactobacillus johnsonii
NZ_CP016404.1	Escherichia coli
NZ_CP016406.1	Salmonella enterica
NZ_CP016408.1	Salmonella enterica
NZ_CP016410.1	Salmonella enterica
NZ_CP016412.1	Salmonella enterica
NZ_CP016414.1	Vibrio scophthalmi
NZ_CP016415.1	Vibrio scophthalmi
NZ_CP016428.1	Bradyrhizobium icense
NZ_CP016431.1	Bordetella bronchiseptica
NZ_CP016432.1	Prosthecochloris sp.
NZ_CP016433.1	Rhizobium sp.
NZ_CP016438.1	Streptomyces lincolnensis
NZ_CP016439.1	Streptococcus thermophilus
NZ_CP016440.1	Bordetella pseudohinzii
NZ_CP016442.1	Burkholderia stabilis
NZ_CP016443.1	Burkholderia stabilis
NZ_CP016444.1	Burkholderia stabilis
NZ_CP016447.1	Acidovorax sp.
NZ_CP016448.1	Methyloversatilis sp.
NZ_CP016449.1	Hydrogenophaga sp.
NZ_CP016450.1	Sinorhizobium sp.
NZ_CP016456.1	Sphingobium sp.
NZ_CP016460.1	Blastomonas sp.
NZ_CP016464.1	Bosea sp.
NZ_CP016474.1	Synechococcus sp.
NZ_CP016477.1	Synechococcus sp.
NZ_CP016483.1	Synechococcus sp.
NZ_CP016497.1	Escherichia coli
NZ_CP016499.1	Agrobacterium sp.
NZ_CP016501.1	Streptococcus agalactiae
NZ_CP016502.1	Ruminiclostridium thermocellum
NZ_CP016503.1	Helicobacter sp.
NZ_CP016504.1	Salmonella enterica
NZ_CP016507.1	Salmonella enterica
NZ_CP016510.1	Salmonella enterica
NZ_CP016514.1	Salmonella enterica
NZ_CP016517.1	Salmonella enterica
NZ_CP016521.1	Salmonella enterica
NZ_CP016525.1	Salmonella enterica
NZ_CP016530.1	Salmonella enterica
NZ_CP016534.2	Planococcus antarcticus
NZ_CP016537.2	Planococcus halocryophilus
NZ_CP016538.2	Planococcus maritimus
NZ_CP016539.2	Planococcus plakortidis
NZ_CP016540.2	Planococcus sp.
NZ_CP016543.2	Planococcus donghaensis
NZ_CP016545.1	Altererythrobacter namhicola
NZ_CP016546.1	Escherichia coli
NZ_CP016553.1	Aggregatibacter actinomycetemcomitans
NZ_CP016554.1	Ralstonia solanacearum
NZ_CP016556.1	Vibrio coralliilyticus
NZ_CP016557.1	Vibrio coralliilyticus
NZ_CP016559.1	Streptomyces clavuligerus
NZ_CP016561.1	Salmonella enterica
NZ_CP016563.1	Salmonella enterica
NZ_CP016565.1	Salmonella enterica
NZ_CP016569.1	Salmonella enterica
NZ_CP016573.1	Salmonella enterica
NZ_CP016576.1	Salmonella enterica
NZ_CP016579.1	Salmonella enterica
NZ_CP016581.1	Salmonella enterica
NZ_CP016586.1	Salmonella enterica
NZ_CP016588.1	Bacillus thuringiensis
NZ_CP016591.1	Altererythrobacter dongtanensis
NZ_CP016592.1	Ketogulonicigenium vulgare
NZ_CP016594.1	Gordonia terrae
NZ_CP016598.1	Leuconostoc lactis
NZ_CP016602.1	Lactobacillus curvatus
NZ_CP016622.1	Parageobacillus thermoglucosidasius
NZ_CP016625.1	Escherichia coli
NZ_CP016627.1	Neisseria meningitidis
NZ_CP016628.1	Escherichia coli
NZ_CP016635.1	Francisella tularensis
NZ_CP016636.1	Burkholderia pseudomallei
NZ_CP016637.1	Burkholderia pseudomallei
NZ_CP016638.1	Burkholderia pseudomallei
NZ_CP016639.1	Burkholderia pseudomallei
NZ_CP016640.1	Mycobacterium sp.
NZ_CP016644.1	Neisseria meningitidis
NZ_CP016645.1	Neisseria meningitidis
NZ_CP016646.1	Neisseria meningitidis
NZ_CP016647.1	Neisseria meningitidis
NZ_CP016648.1	Neisseria meningitidis
NZ_CP016649.1	Neisseria meningitidis
NZ_CP016650.1	Neisseria meningitidis
NZ_CP016651.1	Neisseria meningitidis
NZ_CP016652.1	Neisseria meningitidis
NZ_CP016653.1	Neisseria meningitidis
NZ_CP016654.1	Neisseria meningitidis
NZ_CP016655.1	Neisseria meningitidis
NZ_CP016656.1	Neisseria meningitidis
NZ_CP016657.1	Neisseria meningitidis
NZ_CP016658.1	Neisseria meningitidis
NZ_CP016659.1	Neisseria meningitidis
NZ_CP016660.1	Neisseria meningitidis
NZ_CP016661.1	Neisseria meningitidis
NZ_CP016662.1	Neisseria meningitidis
NZ_CP016663.1	Neisseria meningitidis
NZ_CP016664.1	Neisseria meningitidis
NZ_CP016665.1	Neisseria meningitidis
NZ_CP016666.1	Neisseria meningitidis
NZ_CP016667.1	Neisseria meningitidis
NZ_CP016668.1	Neisseria meningitidis
NZ_CP016669.1	Neisseria meningitidis
NZ_CP016670.1	Neisseria meningitidis
NZ_CP016671.1	Neisseria meningitidis
NZ_CP016672.1	Neisseria meningitidis
NZ_CP016673.1	Neisseria meningitidis
NZ_CP016674.1	Neisseria meningitidis
NZ_CP016675.1	Neisseria meningitidis
NZ_CP016676.1	Neisseria meningitidis
NZ_CP016677.1	Neisseria meningitidis
NZ_CP016678.1	Neisseria meningitidis
NZ_CP016679.1	Neisseria meningitidis
NZ_CP016680.1	Neisseria meningitidis
NZ_CP016681.1	Neisseria meningitidis
NZ_CP016682.1	Neisseria meningitidis
NZ_CP016683.1	Neisseria meningitidis
NZ_CP016684.1	Neisseria meningitidis
NZ_CP016756.1	Stenotrophomonas nitritireducens
NZ_CP016757.1	Cloacibacillus porcorum
NZ_CP016760.1	Staphylococcus carnosus
NZ_CP016761.1	Fictibacillus arsenicus
NZ_CP016762.1	Citrobacter freundii
NZ_CP016784.1	Bacillus pumilus
NZ_CP016793.1	Lentzea guizhouensis
NZ_CP016794.1	Mycobacterium tuberculosis
NZ_CP016795.1	Streptomyces olivaceus
NZ_CP016796.1	Francisella sp.
NZ_CP016811.1	Klebsiella pneumoniae
NZ_CP016813.1	Klebsiella pneumoniae
NZ_CP016814.1	Klebsiella pneumoniae
NZ_CP016817.1	Mycoplasma hyorhinis
NZ_CP016819.1	Rhodococcus sp.
NZ_CP016824.1	Streptomyces sampsonii
NZ_CP016825.1	Streptomyces albus
NZ_CP016826.1	Corynebacterium pseudotuberculosis
NZ_CP016827.1	Lactobacillus helveticus
NZ_CP016830.1	Xanthomonas fragariae
NZ_CP016833.1	Xanthomonas fragariae
NZ_CP016837.1	Salmonella enterica
NZ_CP016852.1	Bacillus subtilis
NZ_CP016868.1	Legionella pneumophila
NZ_CP016870.1	Legionella pneumophila
NZ_CP016872.1	Legionella pneumophila
NZ_CP016873.1	Legionella pneumophila
NZ_CP016874.1	Legionella pneumophila
NZ_CP016876.1	Legionella pneumophila
NZ_CP016877.1	Streptococcus thermophilus
NZ_CP016888.1	Mycobacterium tuberculosis
NZ_CP016889.1	Pantoea agglomerans
NZ_CP016894.1	Bacillus subtilis
NZ_CP016895.1	Acinetobacter larvae
NZ_CP016896.1	Acinetobacter soli
NZ_CP016904.1	Ralstonia solanacearum
NZ_CP016907.1	Flavobacterium johnsoniae
NZ_CP016909.1	Burkholderia pseudomallei
NZ_CP016910.1	Burkholderia pseudomallei
NZ_CP016911.1	Burkholderia pseudomallei
NZ_CP016912.1	Burkholderia pseudomallei
NZ_CP016913.1	Bacillus amyloliquefaciens
NZ_CP016916.1	Parageobacillus thermoglucosidasius
NZ_CP016923.1	Klebsiella pneumoniae
NZ_CP016926.1	Klebsiella pneumoniae
NZ_CP016930.1	Francisella sp.
NZ_CP016931.1	Yersinia enterocolitica
NZ_CP016935.1	Yersinia enterocolitica
NZ_CP016937.1	Yersinia enterocolitica
NZ_CP016940.1	Yersinia enterocolitica
NZ_CP016944.1	Yersinia enterocolitica
NZ_CP016945.1	Yersinia enterocolitica
NZ_CP016948.1	Serratia sp.
NZ_CP016952.1	Citrobacter freundii
NZ_CP016953.1	Streptococcus himalayensis
NZ_CP016954.1	Cutibacterium avidum
NZ_CP016972.1	Mycobacterium tuberculosis
NZ_CP016973.1	Brucella canis
NZ_CP016974.1	Brucella canis
NZ_CP016977.1	Brucella canis
NZ_CP016978.1	Brucella canis
NZ_CP016979.1	Brucella sp.
NZ_CP016980.1	Brucella sp.
NZ_CP016981.1	Brucella suis
NZ_CP016982.1	Brucella suis
NZ_CP016983.1	Brucella melitensis
NZ_CP016984.1	Brucella melitensis
NZ_CP017007.1	Pseudomonas syringae
NZ_CP017009.1	Pseudomonas syringae
NZ_CP017014.1	Rhodococcus sp.
NZ_CP017016.1	Bacillus sp.
NZ_CP017019.1	Moorella thermoacetica
NZ_CP017020.1	Xanthomonas citri
NZ_CP017025.1	Campylobacter coli
NZ_CP017029.1	Campylobacter jejuni
NZ_CP017031.1	Campylobacter jejuni
NZ_CP017032.1	Campylobacter jejuni
NZ_CP017033.1	Campylobacter jejuni
NZ_CP017037.1	Dialister pneumosintes
NZ_CP017039.1	Anaerolineaceae bacterium
NZ_CP017040.1	Propionibacterium sp.
NZ_CP017042.1	Selenomonas sp.
NZ_CP017044.1	Burkholderia pseudomallei
NZ_CP017045.1	Burkholderia pseudomallei
NZ_CP017046.1	Burkholderia pseudomallei
NZ_CP017047.1	Burkholderia pseudomallei
NZ_CP017048.1	Burkholderia pseudomallei
NZ_CP017049.1	Burkholderia pseudomallei
NZ_CP017050.1	Burkholderia pseudomallei
NZ_CP017051.1	Burkholderia pseudomallei
NZ_CP017052.1	Burkholderia pseudomallei
NZ_CP017053.1	Burkholderia pseudomallei
NZ_CP017054.1	Providencia stuartii
NZ_CP017057.1	Erythrobacter litoralis
NZ_CP017070.1	Bacillus gibsonii
NZ_CP017071.1	Geobacillus thermoleovorans
NZ_CP017072.1	Bacillus sp.
NZ_CP017073.1	Pseudomonas putida
NZ_CP017075.1	Novosphingobium resinovorum
NZ_CP017080.1	Bacillus muralis
NZ_CP017087.1	Enterobacter sp.
NZ_CP017099.1	Pseudomonas aeruginosa
NZ_CP017100.1	Escherichia coli
NZ_CP017101.1	Rhizobium gallicum
NZ_CP017107.1	Lactobacillus salivarius
NZ_CP017111.1	Sulfurospirillum halorespirans
NZ_CP017112.1	Bacillus subtilis
NZ_CP017113.1	Porphyrobacter sp.
NZ_CP017116.1	Erysipelothrix rhusiopathiae
NZ_CP017124.1	Lactobacillus curvatus
NZ_CP017125.1	Mycoplasma capricolum
NZ_CP017141.1	Pedobacter steynii
NZ_CP017142.1	Streptococcus suis
NZ_CP017147.1	Bosea vaviloviae
NZ_CP017149.1	Pseudomonas aeruginosa
NZ_CP017150.1	Brevibacterium aurantiacum
NZ_CP017151.1	Lactobacillus fermentum
NZ_CP017152.1	Acinetobacter baumannii
NZ_CP017153.1	Francisella tularensis
NZ_CP017154.1	Francisella tularensis
NZ_CP017155.1	Francisella tularensis
NZ_CP017157.1	Streptomyces lydicus
NZ_CP017175.1	Burkholderia mallei
NZ_CP017176.1	Burkholderia mallei
NZ_CP017179.1	Enterobacter hormaechei
NZ_CP017180.1	Enterobacter hormaechei
NZ_CP017181.1	Enterobacter kobei
NZ_CP017183.1	Enterobacter xiangfangensis
NZ_CP017184.1	Enterobacter roggenkampii
NZ_CP017186.1	Enterobacter hormaechei
NZ_CP017188.1	Xanthomonas citri
NZ_CP017190.1	Xanthomonas campestris
NZ_CP017237.1	Moorella thermoacetica
NZ_CP017241.1	Rhizobium etli
NZ_CP017247.1	Bacillus licheniformis
NZ_CP017248.1	Streptomyces puniciscabiei
NZ_CP017249.1	Escherichia coli
NZ_CP017251.1	Escherichia coli
NZ_CP017259.1	Formosa sp.
NZ_CP017260.1	Formosa sp.
NZ_CP017267.1	Vagococcus teuberi
NZ_CP017269.1	Geosporobacter ferrireducens
NZ_CP017279.1	Enterobacter ludwigii
NZ_CP017291.1	Corynebacterium pseudotuberculosis
NZ_CP017292.1	Corynebacterium pseudotuberculosis
NZ_CP017295.1	Streptococcus gordonii
NZ_CP017296.1	Pseudomonas fluorescens
NZ_CP017297.1	Brachybacterium sp.
NZ_CP017299.1	Rhodococcus sp.
NZ_CP017305.1	Chlorobaculum limnaeum
NZ_CP017311.1	Hydrogenophaga sp.
NZ_CP017314.1	Bacillus subtilis
NZ_CP017316.1	Streptomyces rubrolavendulae
NZ_CP017353.1	Pseudomonas aeruginosa
NZ_CP017384.1	Corynebacterium pseudotuberculosis
NZ_CP017385.1	Klebsiella pneumoniae
NZ_CP017402.1	Bordetella pertussis
NZ_CP017403.1	Bordetella pertussis
NZ_CP017404.1	Bordetella pertussis
NZ_CP017405.1	Bordetella pertussis
NZ_CP017415.1	Acidihalobacter prosperus
NZ_CP017420.1	Delftia tsuruhatensis
NZ_CP017421.1	Arthrobacter sp.
NZ_CP017434.1	Escherichia coli
NZ_CP017436.1	Escherichia coli
NZ_CP017438.1	Escherichia coli
NZ_CP017440.1	Escherichia coli
NZ_CP017442.1	Escherichia coli
NZ_CP017444.1	Escherichia coli
NZ_CP017446.1	Escherichia coli
NZ_CP017450.1	Klebsiella sp.
NZ_CP017456.1	Campylobacter jejuni
NZ_CP017457.1	Legionella pneumophila
NZ_CP017458.1	Legionella pneumophila
NZ_CP017476.1	Hydrogenophaga crassostreae
NZ_CP017477.1	Polaribacter vadi
NZ_CP017478.1	Lutibacter sp.
NZ_CP017479.1	Flavobacterium gilvum
NZ_CP017480.1	Luteibacter rhizovicinus
NZ_CP017483.1	Stenotrophomonas sp.
NZ_CP017560.1	Lysinibacillus sphaericus
NZ_CP017561.1	Paraburkholderia sprentiae
NZ_CP017562.1	Paraburkholderia sprentiae
NZ_CP017578.1	Sphingomonas melonis
NZ_CP017580.1	Curtobacterium sp.
NZ_CP017599.1	Moorea producens
NZ_CP017603.1	Clostridium formicaceticum
NZ_CP017621.1	Salmonella enterica
NZ_CP017622.1	Ketogulonicigenium vulgare
NZ_CP017631.1	Escherichia coli
NZ_CP017637.1	Bradyrhizobium japonicum
NZ_CP017640.1	Methylobacterium sp.
NZ_CP017641.1	Fuerstia marisgermanicae
NZ_CP017642.1	Acinetobacter baumannii
NZ_CP017644.1	Acinetobacter baumannii
NZ_CP017646.1	Acinetobacter baumannii
NZ_CP017648.1	Acinetobacter baumannii
NZ_CP017650.1	Acinetobacter baumannii
NZ_CP017652.1	Acinetobacter baumannii
NZ_CP017654.1	Acinetobacter baumannii
NZ_CP017656.1	Acinetobacter baumannii
NZ_CP017658.1	Spiroplasma sp.
NZ_CP017668.1	Jeongeupia sp.
NZ_CP017669.1	Escherichia coli
NZ_CP017671.1	Providencia rettgeri
NZ_CP017674.1	Microbacterium sp.
NZ_CP017676.1	Bacillus subtilis
NZ_CP017688.1	Flavobacterium crassostreae
NZ_CP017689.1	Thalassotalea crassostreae
NZ_CP017707.1	Chromobacterium vaccinii
NZ_CP017711.1	Corynebacterium pseudotuberculosis
NZ_CP017715.1	Marinobacter salinus
NZ_CP017723.1	Salmonella enterica
NZ_CP017727.1	Salmonella enterica
NZ_CP017728.1	Salmonella enterica
NZ_CP017747.1	Bacillus velezensis
NZ_CP017748.1	Cupriavidus sp.
NZ_CP017749.1	Cupriavidus sp.
NZ_CP017751.1	Cupriavidus sp.
NZ_CP017752.1	Cupriavidus sp.
NZ_CP017754.1	Cupriavidus sp.
NZ_CP017755.1	Cupriavidus sp.
NZ_CP017761.1	Marinilactibacillus sp.
NZ_CP017762.1	Virgibacillus sp.
NZ_CP017763.1	Bacillus subtilis
NZ_CP017769.1	Myroides sp.
NZ_CP017770.1	Paenibacillus crassostreae
NZ_CP017774.1	Flavobacterium commune
NZ_CP017775.1	Bacillus velezensis
NZ_CP017781.1	Rhodobacter sp.
NZ_CP017786.1	Bacillus xiamenensis
NZ_CP017802.1	Raoultella ornithinolytica
NZ_CP017810.1	Thalassolituus oleivorans
NZ_CP017811.1	Haemophilus influenzae
NZ_CP017812.1	Actinomyces sp.
NZ_CP017813.1	Mycoplasma pullorum
NZ_CP017831.1	Butyrivibrio hungatei
NZ_CP017839.1	Nocardia seriolae
NZ_CP017844.1	Escherichia coli
NZ_CP017856.1	Campylobacter jejuni
NZ_CP017859.1	Campylobacter jejuni
NZ_CP017860.1	Campylobacter jejuni
NZ_CP017862.1	Campylobacter jejuni
NZ_CP017863.1	Campylobacter jejuni
NZ_CP017865.1	Campylobacter coli
NZ_CP017868.1	Campylobacter coli
NZ_CP017871.1	Campylobacter coli
NZ_CP017873.1	Campylobacter coli
NZ_CP017875.1	Campylobacter coli
NZ_CP017878.1	Campylobacter coli
NZ_CP017886.1	Pseudomonas frederiksbergensis
NZ_CP017888.1	Bacillus coagulans
NZ_CP017920.1	Mycobacterium tuberculosis
NZ_CP017928.1	Klebsiella oxytoca
NZ_CP017934.1	Klebsiella pneumoniae
NZ_CP017952.1	Streptococcus iniae
NZ_CP017953.1	Bacillus amyloliquefaciens
NZ_CP017954.1	Lactobacillus plantarum
NZ_CP017961.1	Pasteurella multocida
NZ_CP017962.1	Virgibacillus halodenitrificans
NZ_CP017965.1	Nocardiopsis dassonvillei
NZ_CP017969.1	Pseudomonas aeruginosa
NZ_CP017985.1	Klebsiella pneumoniae
NZ_CP017996.1	Lactobacillus crustorum
NZ_CP018004.1	Enterococcus faecalis
NZ_CP018022.1	Spiroplasma sp.
NZ_CP018024.1	Alteromonas mediterranea
NZ_CP018026.1	Alteromonas mediterranea
NZ_CP018027.1	Alteromonas mediterranea
NZ_CP018029.1	Alteromonas mediterranea
NZ_CP018043.1	Mycobacterium sp.
NZ_CP018054.1	Burkholderia pseudomallei
NZ_CP018055.1	Burkholderia pseudomallei
NZ_CP018057.1	Exiguobacterium sp.
NZ_CP018063.1	Rhodococcus sp.
NZ_CP018065.1	Enterococcus faecium
NZ_CP018071.1	Enterococcus faecium
NZ_CP018076.1	Sulfitobacter sp.
NZ_CP018082.1	Nocardia sp.
NZ_CP018091.1	Synechococcus sp.
NZ_CP018093.1	Francisella hispaniensis
NZ_CP018095.1	Chelatococcus daeguensis
NZ_CP018097.1	Erythrobacter gangjinensis
NZ_CP018098.1	Erythrobacter gangjinensis
NZ_CP018099.1	Caldithrix abyssi
NZ_CP018101.1	Delftia sp.
NZ_CP018102.1	Enterococcus faecalis
NZ_CP018103.1	Escherichia coli
NZ_CP018109.1	Escherichia coli
NZ_CP018115.1	Escherichia coli
NZ_CP018121.1	Escherichia coli
NZ_CP018134.1	Microbacterium paludicola
NZ_CP018135.1	Neomicrococcus aestuarii
NZ_CP018136.1	Streptococcus pneumoniae
NZ_CP018137.1	Streptococcus pneumoniae
NZ_CP018138.1	Streptococcus pneumoniae
NZ_CP018140.1	Klebsiella pneumoniae
NZ_CP018143.1	Acinetobacter baumannii
NZ_CP018150.1	Coxiella burnetii
NZ_CP018151.1	Microbacterium sp.
NZ_CP018152.1	Bacillus amyloliquefaciens
NZ_CP018153.1	Gramella salexigens
NZ_CP018154.1	Sphingopyxis sp.
NZ_CP018155.1	Tenacibaculum sp.
NZ_CP018156.1	Lactobacillus delbrueckii
NZ_CP018171.1	Mesorhizobium oceanicum
NZ_CP018173.1	Bacillus subtilis
NZ_CP018175.1	Corynebacterium glutamicum
NZ_CP018184.1	Bacillus subtilis
NZ_CP018190.1	Granulibacter bethesdensis
NZ_CP018191.1	Granulibacter bethesdensis
NZ_CP018192.1	Granulibacter bethesdensis
NZ_CP018193.1	Granulibacter bethesdensis
NZ_CP018194.1	Granulibacter bethesdensis
NZ_CP018195.1	Granulibacter bethesdensis
NZ_CP018197.1	Bacillus safensis
NZ_CP018199.1	Staphylococcus succinus
NZ_CP018200.1	Bacillus amyloliquefaciens
NZ_CP018201.1	Aeromonas aquatica
NZ_CP018205.1	Staphylococcus aureus
NZ_CP018206.1	Escherichia coli
NZ_CP018215.1	Lactobacillus delbrueckii
NZ_CP018216.1	Lactobacillus delbrueckii
NZ_CP018217.1	Lactobacillus delbrueckii
NZ_CP018218.1	Lactobacillus delbrueckii
NZ_CP018221.1	Sphingomonas sp.
NZ_CP018228.1	Rhizobium leguminosarum
NZ_CP018237.1	Escherichia coli
NZ_CP018239.1	Escherichia coli
NZ_CP018241.1	Escherichia coli
NZ_CP018243.1	Escherichia coli
NZ_CP018245.1	Escherichia coli
NZ_CP018247.1	Escherichia coli
NZ_CP018249.1	Bacillus sp.
NZ_CP018250.1	Escherichia coli
NZ_CP018252.1	Escherichia coli
NZ_CP018254.1	Acinetobacter baumannii
NZ_CP018256.1	Acinetobacter baumannii
NZ_CP018258.1	Dehalogenimonas formicexedens
NZ_CP018295.1	Bacillus subtilis
NZ_CP018300.1	Mycobacterium tuberculosis
NZ_CP018301.1	Mycobacterium tuberculosis
NZ_CP018302.1	Mycobacterium tuberculosis
NZ_CP018303.1	Mycobacterium tuberculosis
NZ_CP018304.1	Mycobacterium tuberculosis
NZ_CP018305.1	Mycobacterium tuberculosis
NZ_CP018319.1	Pseudomonas frederiksbergensis
NZ_CP018324.1	Lactobacillus plantarum
NZ_CP018331.1	Corynebacterium diphtheriae
NZ_CP018335.1	Clostridium kluyveri
NZ_CP018337.1	Klebsiella pneumoniae
NZ_CP018347.1	Streptococcus pneumoniae
NZ_CP018356.1	Klebsiella pneumoniae
NZ_CP018362.1	Klebsiella oxytoca
NZ_CP018363.1	Mycobacterium avium
NZ_CP018364.1	Klebsiella pneumoniae
NZ_CP018421.1	Acinetobacter baumannii
NZ_CP018427.1	Klebsiella pneumoniae
NZ_CP018428.1	Klebsiella pneumoniae
NZ_CP018437.1	Klebsiella pneumoniae
NZ_CP018438.1	Klebsiella pneumoniae
NZ_CP018447.1	Klebsiella pneumoniae
NZ_CP018450.1	Klebsiella pneumoniae
NZ_CP018454.1	Klebsiella pneumoniae
NZ_CP018458.1	Klebsiella pneumoniae
NZ_CP018467.1	Xanthomonas euvesicatoria
NZ_CP018470.1	Xanthomonas vesicatoria
NZ_CP018475.1	Xanthomonas perforans
NZ_CP018572.1	Marivivens sp.
NZ_CP018574.1	Bacillus pumilus
NZ_CP018614.1	Lactobacillus delbrueckii
NZ_CP018620.1	Paenibacillus xylanexedens
NZ_CP018664.1	Acinetobacter baumannii
NZ_CP018671.1	Klebsiella pneumoniae
NZ_CP018680.2	Vibrio harveyi
NZ_CP018681.2	Vibrio harveyi
NZ_CP018685.1	Listeria monocytogenes
NZ_CP018686.1	Klebsiella pneumoniae
NZ_CP018692.1	Klebsiella pneumoniae
NZ_CP018695.1	Klebsiella pneumoniae
NZ_CP018701.1	Klebsiella pneumoniae
NZ_CP018707.1	Klebsiella pneumoniae
NZ_CP018713.1	Klebsiella pneumoniae
NZ_CP018719.1	Klebsiella pneumoniae
NZ_CP018725.1	Xanthomonas vesicatoria
NZ_CP018728.1	Xanthomonas gardneri
NZ_CP018731.1	Xanthomonas gardneri
NZ_CP018735.1	Klebsiella pneumoniae
NZ_CP018744.1	Borreliella garinii
NZ_CP018758.1	Pseudomonas psychrotolerans
NZ_CP018760.1	Maribacter sp.
NZ_CP018762.1	Microbacterium aurum
NZ_CP018763.1	Pediococcus acidilactici
NZ_CP018766.1	Staphylococcus aureus
NZ_CP018768.1	Staphylococcus aureus
NZ_CP018776.1	Staphylococcus condimenti
NZ_CP018778.1	Mycobacterium tuberculosis
NZ_CP018796.1	Lactobacillus parabuchneri
NZ_CP018801.1	Escherichia coli
NZ_CP018809.1	Lactobacillus jensenii
NZ_CP018811.1	Paraburkholderia sp.
NZ_CP018812.1	Paraburkholderia sp.
NZ_CP018814.1	Enterobacter cloacae
NZ_CP018816.1	Klebsiella pneumoniae
NZ_CP018820.1	Sphingomonas koreensis
NZ_CP018828.1	Enterococcus faecium
NZ_CP018830.1	Enterococcus faecium
NZ_CP018839.1	Thauera chlorobenzoica
NZ_CP018847.1	Xanthomonas citri
NZ_CP018850.1	Xanthomonas citri
NZ_CP018854.1	Xanthomonas citri
NZ_CP018858.1	Xanthomonas citri
NZ_CP018870.1	Streptomyces sp.
NZ_CP018871.1	Acinetobacter haemolyticus
NZ_CP018888.1	Lactobacillus amylophilus
NZ_CP018900.1	Campylobacter coli
NZ_CP018903.1	Bacillus anthracis
NZ_CP018908.1	Streptococcus suis
NZ_CP018912.1	Flavobacterium columnare
NZ_CP018913.1	Rickettsia rickettsii
NZ_CP018914.1	Rickettsia rickettsii
NZ_CP018931.1	Bacillus cereus
NZ_CP018933.1	Bacillus cereus
NZ_CP018935.1	Bacillus cereus
NZ_CP019030.1	Lactobacillus fermentum
NZ_CP019034.1	Acinetobacter baumannii
NZ_CP019035.1	Salmonella enterica
NZ_CP019038.1	Massilia putida
NZ_CP019041.1	Acinetobacter junii
NZ_CP019044.1	Nitratireductor basaltis
NZ_CP019046.1	Halioglobus pacificus
NZ_CP019058.1	Gardnerella vaginalis
NZ_CP019070.1	Arcobacter sp.
NZ_CP019082.1	Paludisphaera borealis
NZ_CP019116.1	Salmonella enterica
NZ_CP019117.1	Staphylococcus aureus
NZ_CP019118.1	Vibrio fluvialis
NZ_CP019119.1	Vibrio fluvialis
NZ_CP019120.1	Lactobacillus delbrueckii
NZ_CP019158.1	Sphingobacterium sp.
NZ_CP019164.1	Listeria monocytogenes
NZ_CP019165.1	Listeria monocytogenes
NZ_CP019167.1	Listeria monocytogenes
NZ_CP019169.1	Betaproteobacteria bacterium
NZ_CP019170.1	Listeria monocytogenes
NZ_CP019172.1	Salmonella enterica
NZ_CP019176.1	Salmonella enterica
NZ_CP019177.1	Salmonella enterica
NZ_CP019178.1	Salmonella enterica
NZ_CP019179.1	Salmonella enterica
NZ_CP019181.1	Salmonella enterica
NZ_CP019183.1	Salmonella enterica
NZ_CP019184.1	Salmonella enterica
NZ_CP019185.1	Salmonella enterica
NZ_CP019192.1	Salmonella enterica
NZ_CP019196.1	Salmonella enterica
NZ_CP019198.1	Salmonella enterica
NZ_CP019204.1	Salmonella enterica
NZ_CP019206.1	Salmonella enterica
NZ_CP019219.1	Klebsiella pneumoniae
NZ_CP019236.1	Rhodoferax sp.
NZ_CP019239.1	Rhodoferax saidenbachensis
NZ_CP019240.1	Rhodoferax antarcticus
NZ_CP019300.1	Prevotella intermedia
NZ_CP019301.1	Prevotella intermedia
NZ_CP019302.1	Prevotella intermedia
NZ_CP019303.1	Prevotella intermedia
NZ_CP019304.1	Arthrobacter sp.
NZ_CP019307.1	Phaeobacter inhibens
NZ_CP019312.1	Tateyamaria omphalii
NZ_CP019322.1	Methylorubrum extorquens
NZ_CP019323.1	Lactobacillus allii
NZ_CP019325.1	Achromobacter insolitus
NZ_CP019326.1	Halomonas sp.
NZ_CP019346.1	Brucella sp.
NZ_CP019347.1	Brucella sp.
NZ_CP019352.1	Lacinutrix venerupis
NZ_CP019388.1	Winogradskyella sp.
