#ID	ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	REFERENCE	DETECTION
2037	NC_009512.1	Pseudomonas putida F1	3049808	3060114				
2038	NC_004431.1		4294097	4311802				islandpick=100.0;SIGI-HMM=72.4;Centroid=0.0;DIMOB=62.5;PAI_IDA=0.0;DINUC=62.5;Alien_Hunter=68.6
2039	NC_010159.1	Yersinia pestis Angola	2279912	2284900				
2040	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1586748	1606893				
2041	NC_007946.1		4793419	4805424				islandpick=100.0;SIGI-HMM=80.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
2042	NC_009800.1	Escherichia coli HS	345430	355371				
2043	NC_006905.1	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	2248967	2253009				
2044	NC_006511.1	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	2096713	2109403				
2045	NC_004578.1		3183993	3193937				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
2046	NC_010159.1	Yersinia pestis Angola	2272113	2276589				
2047	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3047848	3065501				
2048	NC_010380.1	Streptococcus pneumoniae Hungary19A-6	1172448	1178584				
2049	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4507396	4537916				
2050	NC_004431.1	Escherichia coli CFT073	3231709	3255081				
2051	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	2688015	2699059				
2052	NC_009708.1	Yersinia pseudotuberculosis IP 31758	4549597	4554740				
2053	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2720725	2727384				
2054	NC_009445.1		2393568	2406317				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
2055	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	3774198	3779881				
2056	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	659941	664481				
2057	NC_004431.1	Escherichia coli CFT073	4329339	4343043				
2058	NC_010612.1	Mycobacterium marinum M	3861716	3880469				
2059	NC_010612.1	Mycobacterium marinum M	4013985	4019004				
2060	NC_010498.1		955639	970305				islandpick=100.0;SIGI-HMM=29.5;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=22.9
2061	NC_009445.1	Bradyrhizobium sp. ORS278	7195079	7205275				
2062	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2706646	2713553				
2063	NC_008253.1	Escherichia coli 536	3176937	3190175				
2064	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	965740	975388				
2065	NC_010465.1	Yersinia pseudotuberculosis YPIII	862099	885750				
2066	NC_009512.1	Pseudomonas putida F1	3398765	3404511				
2067	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2576998	2587195				
2068	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	2130488	2135564				
2069	NC_004431.1	Escherichia coli CFT073	1127702	1240752			Lloyd et al., 2007 J Bacteriol	
2070	NC_004431.1	Escherichia coli CFT073	386937	401286				
2071	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	880301	886922				
2072	NC_007384.1	Shigella sonnei Ss046	2808737	2826302				
2073	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1865071	1869981				
2074	NC_010612.1	Mycobacterium marinum M	5628721	5632743				
2075	NC_009445.1	Bradyrhizobium sp. ORS278	6575206	6584433				
2076	NC_009438.1	Shewanella putrefaciens CN-32	4435080	4451459				
2077	NC_008253.1	Escherichia coli 536	404107	408134				
2078	NC_007761.1	Rhizobium etli CFN 42	2049656	2104831				
2079	NC_009801.1	Escherichia coli E24377A	4843705	4847887				
2080	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	1683636	1691322				
2081	NC_010334.1	Shewanella halifaxensis HAW-EB4	619164	623486				
2082	NC_010322.1	Pseudomonas putida GB-1	2866255	2871768				
2083	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1434116	1439164				
2084	NC_009445.1		6423673	6437722				islandpick=100.0;SIGI-HMM=25.9;Centroid=100.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
2085	NC_008750.1	Shewanella sp. W3-18-1	338051	358399				
2086	NC_007606.1	Shigella dysenteriae Sd197	1748015	1757342				
2087	NC_009052.1	Shewanella baltica OS155	4164561	4175117				
2088	NC_003923.1	Staphylococcus aureus subsp. aureus MW2	34150	82191			Baba et al., 2002, The Lancet	
2089	NC_009512.1		4393805	4419562				islandpick=100.0;SIGI-HMM=16.1;Centroid=8.5;DIMOB=34.8;PAI_IDA=41.8;DINUC=34.8;Alien_Hunter=53.9
2090	NC_008022.1	Streptococcus pyogenes MGAS10270	1834292	1839169				
2091	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2803482	2813709				
2092	NC_009512.1	Pseudomonas putida F1	3568623	3572773				
2093	NC_009445.1	Bradyrhizobium sp. ORS278	4938618	4953164				
2094	NC_009708.1	Yersinia pseudotuberculosis IP 31758	709128	724475				
2095	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	3528870	3538948				
2096	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3206999	3235233				
2097	NC_009801.1	Escherichia coli E24377A	2928489	2936247				
2098	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	110986	122080				
2099	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1541470	1589892			Hayashi et al., 2001, DNA Res	
2100	NC_010612.1	Mycobacterium marinum M	6351885	6355897				
2101	NC_007946.1		4883773	4892341				islandpick=100.0;SIGI-HMM=67.9;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
2102	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1161091	1210740			Hayashi et al., 2001, DNA Res	
2103	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	142763	149309				
2104	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	4804726	4814224				
2105	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	2847774	2861015				
2106	NC_002655.2		2749782	2769747				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=88.2;PAI_IDA=0.0;DINUC=88.2;Alien_Hunter=88.3
2107	NC_009485.1		1542179	1551571				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
2108	NC_009782.1	Staphylococcus aureus subsp. aureus Mu3	436006	464315				
2109	NC_010612.1	Mycobacterium marinum M	4682664	4687282				
2110	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2738079	2751537			Hayashi et al., 2001, DNA Res	
2111	NC_009485.1	Bradyrhizobium sp. BTAi1	2649653	2681992				
2112	NC_009708.1	Yersinia pseudotuberculosis IP 31758	913308	925125				
2113	NC_009256.1		2974468	2982731				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
2114	NC_010612.1		4848095	4869672				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=46.7;Alien_Hunter=85.3
2115	NC_002947.3		3161334	3178192				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=68.0
2116	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	2551242	2555409				
2117	NC_004431.1	Escherichia coli CFT073	289557	300231				
2118	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2102596	2118036				
2119	NC_010322.1	Pseudomonas putida GB-1	3581465	3586929				
2120	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	2009218	2020833				
2121	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	3080959	3113325				
2122	NC_008253.1	Escherichia coli 536	4771529	4779127				
2123	NC_003909.8	Bacillus cereus ATCC 10987	384107	434164				
2124	NC_010465.1	Yersinia pseudotuberculosis YPIII	1026371	1038163				
2125	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	2474709	2491614				
2126	NC_004431.1	Escherichia coli CFT073	1406900	1412850				
2127	NC_000913.2		4507810	4516496				islandpick=100.0;SIGI-HMM=4.0;Centroid=0.0;DIMOB=79.3;PAI_IDA=0.0;DINUC=79.3;Alien_Hunter=97.2
2128	NC_002947.3		2910053	2921967				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=88.8
2129	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2019361	2024041				
2130	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1508133	1527600				
2131	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1935771	1961533				
2132	NC_010612.1	Mycobacterium marinum M	4412195	4426463				
2133	NC_003485.1	Streptococcus pyogenes MGAS8232	578072	582709				
2134	NC_008563.1	Escherichia coli APEC O1	241955	250332				
2135	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2703534	2712022				
2136	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	3099359	3103551				
2137	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2788601	2793173				
2138	NC_008595.1	Mycobacterium avium 104	1822028	1832022				
2139	NC_010380.1	Streptococcus pneumoniae Hungary19A-6	1916420	1920913				
2140	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2435476	2464682				
2141	NC_009487.1	Staphylococcus aureus subsp. aureus JH9	379803	384617				
2142	NC_009783.1	Vibrio harveyi ATCC BAA-1116 chromosome I, complete sequence.	1128886	1139973				
2143	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	1390101	1398685				
2144	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	3567762	3583365				
2145	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1472084	1482327				
2146	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	1374833	1383974				
2147	NC_009485.1	Bradyrhizobium sp. BTAi1	2618831	2628165				
2148	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	16495	57265				
2149	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	847784	856272				
2150	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1347354	1352034				
2151	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	1819649	1829941				
2152	NC_009783.1		2602765	2612840				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=98.1
2153	NC_010322.1	Pseudomonas putida GB-1	3807492	3816466				
2154	NC_010184.1	Bacillus weihenstephanensis KBAB4	2848456	2855149				
2155	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2910398	2918339				
2156	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2070446	2074828				
2157	NC_002516.2	Pseudomonas aeruginosa PAO1	1850184	1866278				
2158	NC_010380.1	Streptococcus pneumoniae Hungary19A-6	1906430	1915282				
2159	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1658752	1683479			Okuda et al., 1997, J Clin Microbiol	
2160	NC_008563.1	Escherichia coli APEC O1	4728705	4735280				
2161	NC_004741.1	Shigella flexneri 2a str. 2457T	1669756	1674114				
2162	NC_007958.1	Rhodopseudomonas palustris BisB5	835418	851662				
2163	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	2012662	2018831				
2164	NC_009997.1	Shewanella baltica OS195	676390	685131				
2165	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2353921	2375431				
2166	NC_009665.1	Shewanella baltica OS185	653689	684682				
2167	NC_009485.1	Bradyrhizobium sp. BTAi1	1964353	1968744				
2168	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	2110731	2120424				
2169	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	3084487	3100229				
2170	NC_010322.1	Pseudomonas putida GB-1	3718330	3725786				
2171	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	2512418	2527378				
2172	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1883571	1889155				
2173	NC_002655.2		1500854	1513855				islandpick=100.0;SIGI-HMM=72.8;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=99.0
2174	NC_007005.1	Pseudomonas syringae pv. syringae B728a	5516164	5521171				
2175	NC_010501.1		2534524	2552370				islandpick=100.0;SIGI-HMM=94.4;Centroid=0.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=0.0;Alien_Hunter=100.0
2176	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	1919505	1941374				
2177	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2956072	2968988				
2178	NC_010612.1	Mycobacterium marinum M	4687697	4692150				
2179	NC_007005.1	Pseudomonas syringae pv. syringae B728a	1669329	1678863				
2180	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	2814443	2837691				
2181	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	213733	222576				
2182	NC_010380.1	Streptococcus pneumoniae Hungary19A-6	409857	414017				
2183	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2886722	2907379				
2184	NC_009445.1		4555015	4596581				islandpick=100.0;SIGI-HMM=16.4;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=29.2
2185	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2222076	2236550				
2186	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4409652	4542913			Parkhill et al., 2001, Nature	
2187	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2138923	2143693				
2188	NC_009485.1	Bradyrhizobium sp. BTAi1	1143610	1168514				
2189	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1365112	1369858				
2190	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	1317432	1334002				
2191	NC_008595.1	Mycobacterium avium 104	1953834	1967967				
2192	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	2196877	2203808				
2193	NC_009445.1	Bradyrhizobium sp. ORS278	2393568	2406318				
2194	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	2197032	2201366				
2195	NC_008577.1		2614867	2634658				islandpick=100.0;SIGI-HMM=89.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=81.7;Alien_Hunter=91.5
2196	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	870321	877181				
2197	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	2546041	2557432				
2198	NC_008563.1	Escherichia coli APEC O1	2597784	2610063				
2199	NC_007606.1	Shigella dysenteriae Sd197	2567353	2573882				
2200	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	769733	776251				
2201	NC_000907.1	Haemophilus influenzae Rd KW20	1102431	1111035				
2202	NC_005773.3		5172263	5199193				islandpick=100.0;SIGI-HMM=79.3;Centroid=95.6;DIMOB=70.1;PAI_IDA=100.0;DINUC=70.1;Alien_Hunter=100.0
2203	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1858795	1864724				
2204	NC_009438.1		4436885	4451459				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=7.9;PAI_IDA=0.0;DINUC=7.9;Alien_Hunter=3.2
2205	NC_008595.1	Mycobacterium avium 104	462327	469387				
2206	NC_006155.1	Yersinia pseudotuberculosis IP 32953	2594902	2602751				
2207	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	3975717	4018251				
2208	NC_007005.1	Pseudomonas syringae pv. syringae B728a	1724826	1732628				
2209	NC_010612.1	Mycobacterium marinum M	4390209	4400274				
2210	NC_009485.1	Bradyrhizobium sp. BTAi1	1621031	1638041				
2211	NC_008595.1	Mycobacterium avium 104	2678410	2685325				
2212	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	105151	113757				
2213	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	2193046	2201270				
2214	NC_004631.1	Salmonella enterica subsp. enterica serovar Typhi Ty2	4493737	4522834				
2215	NC_007958.1	Rhodopseudomonas palustris BisB5	1185766	1191716				
2216	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	2861549	2868849				
2217	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	925195	931553				
2218	NC_009783.1	Vibrio harveyi ATCC BAA-1116 chromosome I, complete sequence.	2043035	2049527				
2219	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	2022888	2030936				
2220	NC_009997.1	Shewanella baltica OS195	4013866	4023227				
2221	NC_004431.1	Escherichia coli CFT073	2244417	2250153				
2222	NC_008321.1	Shewanella sp. MR-4	2377916	2387342				
2223	NC_010498.1	Escherichia coli SECEC SMS-3-5	1085235	1091083				
2224	NC_009800.1	Escherichia coli HS	2064786	2081821				
2225	NC_004741.1	Shigella flexneri 2a str. 2457T	1177658	1192390				
2226	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	671342	676616				
2227	NC_010498.1	Escherichia coli SECEC SMS-3-5	4910929	4941189				
2228	NC_007510.1		1961586	1996631				islandpick=100.0;SIGI-HMM=94.9;Centroid=29.7;DIMOB=0.0;PAI_IDA=100.0;DINUC=71.7;Alien_Hunter=100.0
2229	NC_004070.1	Streptococcus pyogenes MGAS315	1408471	1448471			Beres et al., 2002, PNAS	
2230	NC_004088.1	Yersinia pestis KIM	3805634	3810062				
2231	NC_006086.1	Streptococcus pyogenes MGAS10394	1819968	1825096				
2232	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	806117	818885				
2233	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	3086279	3097350				
2234	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1283022	1293957				
2235	NC_009445.1		7358038	7394513				islandpick=100.0;SIGI-HMM=46.6;Centroid=0.0;DIMOB=36.5;PAI_IDA=60.2;DINUC=36.5;Alien_Hunter=61.1
2236	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	4691968	4697786				
2237	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	3670254	3678314				
2238	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	5735133	5742659				
2239	NC_004741.1	Shigella flexneri 2a str. 2457T	241851	256077				
2240	NC_004337.1		709773	720288				islandpick=100.0;SIGI-HMM=5.2;Centroid=0.0;DIMOB=98.0;PAI_IDA=0.0;DINUC=98.0;Alien_Hunter=100.0
2241	NC_009801.1	Escherichia coli E24377A	3344694	3356512				
2242	NC_008258.1	Shigella flexneri 5 str. 8401	1941430	1951147				
2243	NC_009485.1	Bradyrhizobium sp. BTAi1	5362816	5377923				
2244	NC_007778.1	Rhodopseudomonas palustris HaA2	3547199	3560163				
2245	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2371240	2375467				
2246	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1057288	1063025				
2247	NC_008253.1	Escherichia coli 536	3991068	4003691				
2248	NC_008321.1	Shewanella sp. MR-4	2206971	2222121				
2249	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	3328956	3372848				
2250	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2155096	2161833				
2251	NC_007778.1	Rhodopseudomonas palustris HaA2	3521385	3547151				
2252	NC_009665.1		2607307	2624859				islandpick=100.0;SIGI-HMM=54.2;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
2253	NC_009445.1	Bradyrhizobium sp. ORS278	1319917	1345962				
2254	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	1396003	1404392				
2255	NC_004368.1	Streptococcus agalactiae NEM316	740977	758894				
2256	NC_010501.1	Pseudomonas putida W619	4165350	4172858				
2257	NC_008563.1	Escherichia coli APEC O1	4757806	4763651				
2258	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	1008029	1047799				
2259	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1812610	1835239				
2260	NC_007384.1	Shigella sonnei Ss046	1093852	1103612				
2261	NC_008595.1	Mycobacterium avium 104	4200640	4214346				
2262	NC_007297.1		1410055	1421842				islandpick=100.0;SIGI-HMM=70.2;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=84.6;Alien_Hunter=100.0
2263	NC_010612.1		5460061	5470767				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=98.5;PAI_IDA=0.0;DINUC=98.5;Alien_Hunter=100.0
2264	NC_009445.1		4610018	4618538				islandpick=100.0;SIGI-HMM=26.2;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
2265	NC_008060.1		1684758	1724821				islandpick=100.0;SIGI-HMM=7.5;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=51.7
2266	NC_003485.1	Streptococcus pyogenes MGAS8232	1076525	1081004				
2267	NC_007335.2	Prochlorococcus marinus str. NATL2A	1226513	1244694				
2268	NC_004368.1	Streptococcus agalactiae NEM316	1163554	1197455				
2269	NC_010322.1		4663989	4675420				islandpick=100.0;SIGI-HMM=82.3;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
2270	NC_009485.1	Bradyrhizobium sp. BTAi1	8204264	8209138				
2271	NC_002695.1	Escherichia coli O157:H7 str. Sakai	4615236	4620550				
